,0
0,303.2528691744753
1,287.7896281702228
2,364.62143124477274
3,799.3337518979113
4,119.88492542595687
5,1264.5079162681416
6,4.800755522649381
7,299.34619164079555
8,1357.5479769053622
9,4.357948189333119
10,26.772262770185634
11,1286.2634454308982
12,707.9055928216297
13,279.44809614608704
14,62.52058033813469
15,21.941243216994877
16,367.35454555230143
17,116.0092442885978
18,248.88078585412134
19,550.213710320738
20,73.23939607586053
21,154.30653779458711
22,38.664980374586314
23,245.19198550028509
24,26.92691947859473
25,233.30074004255482
26,32.10030578409277
27,6.785925072135335
28,119.87269609100841
29,682.1385301332276
30,206.35061581696533
31,3.003522943069764
32,40.321677163906976
33,28.683152160618842
34,37.56292780262178
35,277.51437315814167
36,493.98393191117776
37,356.4703263985505
38,619.5323259332929
39,665.0358790381774
40,151.0662428290849
41,162.12806639287496
42,1140.7867810771563
43,2047.6085160377831
44,168.21068991136178
45,549.6977636424987
46,4.467391790439112
47,35.46241071656729
48,25.79748535439808
49,15.170712157574672
50,311.6686893176037
51,186.48056525005475
52,314.3210488745071
53,131.26320211382594
54,26.468915990462616
55,215.60664627649058
56,712.7679109377607
57,45.18665988177401
58,31.220407521281967
59,20.233823860107172
60,689.2717054166602
61,108.58413564979911
62,7.399901944701758
63,46.13300091028036
64,324.07453742538365
65,86.26220810168397
66,28.91118798939408
67,716.8456322555074
68,142.96122381342187
69,396.73749003797684
70,132.44665620997262
71,37.04505101992688
72,34.021618599151694
73,828.3716803305524
74,328.1809309603635
75,52.90948784500272
76,18.985080688636394
77,107.8110770907205
78,81.21778719461578
79,335.8447389225421
80,191.31784320426095
81,333.3437579621265
82,750.5700388100695
83,194.4219425123389
84,18.287911356925882
85,484.4902958373165
86,361.40357583202734
87,196.19816757719173
88,323.14511026425623
89,504.63637756866984
90,441.3961369569332
91,9.612182402502393
92,51.44188398791583
93,856.4498720481881
94,95.7678446036401
95,364.74710197295343
96,569.4365685600011
97,379.22395813483024
98,81.68719814184433
99,78.59893253581836
100,84.01134770447678
101,235.7890669263067
102,48.16398211169517
103,2.1930307898301358
104,764.041863601713
105,13.239031489326129
106,277.71821116871894
107,1156.0036128071347
108,45.59559670654155
109,152.09977995848263
110,28.59785345553114
111,510.45355262892735
112,524.6706179897651
113,39.374425452013476
114,7.848959348232394
115,17.841834906665483
116,359.8614711008354
117,132.71824285538474
118,64.97625842130022
119,55.76595647758525
120,27.34642774677498
121,246.45088425088568
122,1517.6011894121827
123,19.765768687032324
124,338.9963324484419
125,36.70122367297939
126,559.9706201271857
127,757.1296487823247
128,142.0879963567181
129,57.29138628438133
130,363.98878752480334
131,543.7566338393177
132,767.6385628155965
133,60.20242287297888
134,24.44609502886994
135,175.20634781085764
136,159.00541313316168
137,18.787359394016164
138,130.2934561137103
139,176.1281527268597
140,32.89581585864829
141,234.12741632234543
142,322.7722214136931
143,704.6733079797672
144,54.604810191779066
145,27.910023993798386
146,6.5172585316009215
147,362.6702343453059
148,242.31682166482253
149,26.058586905637256
150,48.449732032144425
151,303.12739381324377
152,390.87591726035015
153,1024.7310969660896
154,11.741923584910719
155,57.904971814809464
156,19.1417012503549
157,190.82962736260131
158,186.43341280609496
159,150.88933738111112
160,35.0203722204318
161,42.60657405435731
162,281.80352425891965
163,39.02803676383257
164,12.2523192095115
165,37.65157058945157
166,811.171881585056
167,36.97719418088339
168,477.13264629951425
169,431.99941696846486
170,23.480996835772007
171,1289.2898140080467
172,19.178382504849747
173,27.21412886067235
174,144.2986728274416
175,67.3450109997307
176,1047.9488934146716
