,0
0,683.8585316354403
1,224.7274201191365
2,503.4874488879749
3,787.1716033332999
4,1611.6982053118677
5,1261.084610671611
6,18.254192583800734
7,237.72454960139797
8,1830.513665960861
9,21.366553282283387
10,49.32073789499964
11,1334.7960380441602
12,570.2478527139332
13,1747.6316483534129
14,301.1775825277922
15,35.85041648508453
16,356.3247409399263
17,315.2166997474167
18,162.50486031750026
19,1747.109232965869
20,4027.1623008078113
21,282.37563572100527
22,38.59905449893211
23,718.234932992934
24,37.346612055614486
25,744.9778906016527
26,152.3541691743023
27,25.403307318007023
28,1175.0303676056553
29,1453.8939839444893
30,173.43581201970645
31,19.64999741240346
32,54.16815033425781
33,19.992246804010747
34,17.146766431647137
35,1004.1423453433398
36,337.7937782377395
37,388.12661084079963
38,169.43141276558768
39,102.88428230995856
40,124.17878097826959
41,1016.0534098316305
42,1088.2464160676673
43,1008.3118383471625
44,365.66534858966304
45,805.7325731897914
46,31.81656861380032
47,28.873034551715538
48,30.739279110623887
49,437.53191060068053
50,1029.6147770111459
51,664.2565392188243
52,372.8901665867959
53,160.36230766123293
54,25.188006484438237
55,1308.1321196833217
56,832.9161720576685
57,27.849865028041275
58,50.98225253108891
59,25.498667919816913
60,883.7538407684968
61,274.2461539107792
62,25.914128845719436
63,43.09832971261483
64,617.6155171243631
65,37.23525377425617
66,43.40978625819628
67,620.9871903954726
68,167.90968559887932
69,146.24355183072154
70,471.4613447148394
71,29.3342407832866
72,37.01010279631869
73,1105.7499143119308
74,2379.98106791212
75,44.925074856411285
76,149.21596615231502
77,1373.9863032215635
78,1809.5031823871254
79,409.17240915728075
80,1069.7217851709759
81,492.9379522736221
82,1284.871720477181
83,96.95510789582484
84,27.052281530364205
85,1820.9207366531284
86,794.5214396001627
87,69.86534816212458
88,431.10880643344257
89,627.9034597269886
90,392.64060673164084
91,18.25321914071827
92,63.67745625730614
93,2893.0905433526505
94,190.03975940226556
95,421.3525730276339
96,473.14982624293367
97,449.3668085545727
98,1431.8744302413938
99,794.3635586123073
100,1850.2378300827327
101,111.50029559122764
102,23.44394272899542
103,22.292723971843753
104,762.200110265751
105,23.43729059556818
106,202.8070324632113
107,1649.1640243894096
108,367.8309650639658
109,175.61999764036693
110,491.7678114123778
111,333.1565120543679
112,330.09907104674886
113,53.22108681895036
114,15.279546959590508
115,715.6347077652729
116,449.07750593183647
117,94.06894393390179
118,572.4221052485746
119,814.7950317322052
120,485.0132623923516
121,242.62954366638456
122,2371.1023484895463
123,36.083222815517125
124,437.99644918356785
125,40.27064523355934
126,772.4010622363246
127,581.9196938986877
128,122.0424746779573
129,148.31481786189954
130,677.3967315905595
131,866.4879103036993
132,914.0606048117879
133,236.17036543852797
134,42.31240250757549
135,206.2821088414306
136,187.36299451681714
137,384.1903084940992
138,89.39136494182466
139,130.3275720326763
140,47.38316951145015
141,231.01379499066172
142,220.6948831782843
143,317.9299246514445
144,113.27583321696443
145,16.07238386985229
146,167.5170958900187
147,508.92442386884153
148,227.18883056848222
149,23.329656262468543
150,15.47992638194277
151,1206.9740255176955
152,344.42069601430916
153,1657.2389757510077
154,13.243119232934303
155,901.7989602646177
156,20.163329750300026
